Population Number | Heuristic | Fitness | NaN Count | Number of valid samples
12 | (* (max rst_count -6.6) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (* (max rst_count (neg (neg -9.3))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (* (max rst_count (neg (abs ack_count))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (* (max rst_count (neg (abs 10.0))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (* (max rst_count (sqr fin_flag_number)) (min 1.1 (sqrt covariance))) | 0.5025235507199884 | 0 | 46686579
12 | (* (max rst_count -6.6) (* min fin_count)) | 0.006406170606907869 | 0 | 46686579
12 | (* (max rst_count (neg (abs -1.3))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (min covariance (neg -0.4)) | 0.2313214407624787 | 0 | 46686579
12 | (* (max rst_count (neg (neg -9.3))) (min 1.1 (sqrt 0.6))) | 0.49165452363353374 | 0 | 46686579
12 | (* (sqr (abs (sqr icmp))) (min 1.1 (sqrt covariance))) | 0.0300273325986494 | 0 | 46686579
12 | (* (max rst_count (neg (abs ack_count))) (min 1.1 (sqrt rst_count))) | 0.49165908330265584 | 0 | 46686579
12 | (neg (+ (- 7.3 flow_duration) 3.2)) | 0.01831847075200384 | 0 | 46686579
12 | (max (max -4.7 avg) (sqr fin_count)) | 0.31786248989514587 | 0 | 46686579
12 | (* (max rst_count (neg icmp)) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (* (max (+ magnitue 9.0) std) (min 1.1 (sqrt covariance))) | 0.44451936654573215 | 0 | 46686579
12 | (* (abs -1.2) (min 1.1 (sqrt covariance))) | 0.24049133407509155 | 0 | 46686579
12 | (* (max rst_count (neg (abs 5.9))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
12 | (sqr (max (neg (sqr (abs (abs dns)))) (sqr 8.3))) | 7.50068448282168e-06 | 0 | 46686579
12 | (neg (neg http)) | 0.007036498747207582 | 0 | 46686579
13 | (* (max rst_count std) (min 1.1 (sqrt covariance))) | 0.5286844615993377 | 0 | 46686579
13 | (* (max rst_count (neg (abs -1.3))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
13 | (* (max rst_count (neg (abs 5.9))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
13 | (* (max rst_count -6.6) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
13 | (* (max rst_count (neg (neg -9.3))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
13 | (* (max rst_count -6.6) (min (sqrt header_length) (sqrt covariance))) | 0.3401850790170974 | 0 | 46686579
13 | (* (max rst_count (neg (abs 5.9))) (max std -4.5)) | 0.34855153371217434 | 0 | 46686579
13 | (* (max rst_count (neg (abs rst_count))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
13 | (* (max https (neg (neg -9.3))) (min 1.1 (sqrt covariance))) | 0.6009886427468046 | 0 | 46686579
13 | (* (max rst_count std) (* 8.6 -3.6)) | 0.5196100363743136 | 0 | 46686579
13 | (sqr (neg (sqrt (abs rst_count)))) | 0.49165452363353535 | 0 | 46686579
13 | (/ (neg (sqrt 3.5)) (abs std)) | 0.0 | 31739830 | 14946749
13 | (sqr (abs (+ (sqr (sqrt (neg 7.5))) (abs -5.3)))) | 0.0 | 0 | 46686579
13 | min | 0.09766980049635997 | 0 | 46686579
13 | (* (max rst_count std) (min 1.1 (sqrt (abs https)))) | 0.48380445698244395 | 0 | 46686579
13 | (- (- (min tot_size ssh) std) (sqrt (abs (neg 4.3)))) | 0.44597565184537385 | 0 | 46686579
13 | (* (max rst_count -6.6) (min 1.1 (+ 0.3 -1.8))) | 0.49165452363353507 | 0 | 46686579
13 | (* (max (sqrt flow_duration) std) (min 1.1 (sqrt covariance))) | 0.44599541940034854 | 0 | 46686579
13 | (* (max rst_count (neg (abs -1.3))) (min rst_flag_number (sqrt covariance))) | 0.0007933279515266887 | 0 | 46686579
13 | (max (+ (sqrt -6.1) -3.4) (+ drate urg_count)) | 0.24294638631021795 | 0 | 46686579
14 | (* (max https (neg (neg -9.3))) (min 1.1 (sqrt covariance))) | 0.6009886427468046 | 0 | 46686579
14 | (* (max rst_count std) (min 1.1 (sqrt covariance))) | 0.5286844615993377 | 0 | 46686579
14 | (* (max rst_count std) (* 8.6 -3.6)) | 0.5196100363743136 | 0 | 46686579
14 | (* (max rst_count (neg (abs rst_count))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
14 | (* (max rst_count (neg (abs -1.3))) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
14 | (* (max rst_count std) (min 1.1 https)) | 0.48380445698244395 | 0 | 46686579
14 | (* (max rst_count (neg (abs rst_count))) (min 1.1 (sqrt fin_flag_number))) | 0.0013136482767127505 | 0 | 46686579
14 | (* (max rst_count (neg llc)) (min 1.1 (sqrt covariance))) | 0.5025272020702233 | 0 | 46686579
14 | (* (max https (neg (neg -9.3))) (min syn_count (sqrt covariance))) | 0.4953204771947434 | 0 | 46686579
14 | (* (max rst_count std) tot_sum) | 0.31432644054858716 | 0 | 46686579
14 | (+ 5.9 http) | 0.007036498770608443 | 0 | 46686579
14 | (* (max rst_count (neg (abs rst_count))) (sqr 4.7)) | 0.4916545236335339 | 0 | 46686579
14 | (+ cwr_flag_number (sqr (abs (sqrt fin_count)))) | 0.04107817273016366 | 0 | 46686579
14 | (abs (/ (neg (neg -6.8)) -1.4)) | 0.0 | 0 | 46686579
14 | (* (max https (sqrt (sqr header_length))) (min 1.1 (sqrt covariance))) | 0.354093222054226 | 0 | 46686579
14 | (sqr 5.7) | 0.0 | 0 | 46686579
14 | (* (neg (neg (abs number))) (* 8.6 -3.6)) | 0.00011688790334956633 | 0 | 46686579
14 | (* (max rst_count (neg (abs rst_count))) (abs srate)) | 0.06004864325232709 | 0 | 46686579
14 | (* (/ -8.8 (neg 6.9)) (min 1.1 (sqrt covariance))) | 0.24049133407511475 | 0 | 46686579
14 | (* (max rst_count (+ 6.7 4.7)) (min 1.1 (sqrt covariance))) | 0.5017427717655387 | 0 | 46686579
