$expressions$latex$fitnesses$origins
43$(min (- (/ rst_count (sqr -3.4)) 5.2) (min flow_duration 9.8))$\min\left(9.8, \text\{flow duration\}, 0.0865051903114187 \text\{rst count\} - 5.2\right)$0.7885492850465249$1
45$(min (- (/ rst_count (sqr 4.7)) 6.5) (abs syn_count))$\min\left(0.0452693526482571 \text\{rst count\} - 6.5, \left|{\text\{syn count\}}\right|\right)$0.7793146119005332$1
41$(min (- (/ rst_count (sqr (neg 5.0))) 6.5) (abs syn_count))$\min\left(0.04 \text\{rst count\} - 6.5, \left|{\text\{syn count\}}\right|\right)$0.7791659458619077$1
47$(min (- (/ rst_count 9.2) 9.2) (sqrt (* 8.7 syn_count)))$\min\left(2.94957624075052 \sqrt{\text\{syn count\}}, 0.108695652173913 \text\{rst count\} - 9.2\right)$0.7778633352634032$1
44$(min (- (/ rst_count (sqr -3.6)) 7.7) syn_count)$\min\left(\text\{syn count\}, 0.0771604938271605 \text\{rst count\} - 7.7\right)$0.777254755655131$1
80$(min (sqrt (max (abs llc) rst_count)) (sqr (abs -4.1)))$\min\left(16.81, \sqrt{\max\left(\text\{rst count\}, \left|{\text\{llc\}}\right|\right)}\right)$0.7770102926551262$2
79$(min (sqrt (max (abs (sqrt -1.1)) rst_count)) (sqr (abs -4.1)))$\min\left(16.81, \sqrt{\max\left(1.04880884817015, \text\{rst count\}\right)}\right)$0.7769794427010798$2
42$(min (- (/ rst_count (sqr (sqrt (sqr -3.2)))) 9.9) syn_count)$\min\left(\text\{syn count\}, 0.09765625 \text\{rst count\} - 9.9\right)$0.7764335521050638$1
82$(min (sqrt (max 2.0 rst_count)) (sqr (abs -4.1)))$\min\left(16.81, \sqrt{\max\left(2.0, \text\{rst count\}\right)}\right)$0.7762334623698854$2
15$(sqrt (+ -5.1 (min (sqrt (+ -3.0 rst_count)) (sqr 5.6))))$2.25831795812724 \sqrt{0.196078431372549 \min\left(31.36, 1.73205080756888 \sqrt{0.333333333333333 \text\{rst count\} - 1}\right) - 1}$0.7762273624448791$0
40$(min (- (/ rst_count (sqr (neg -3.3))) 8.1) syn_count)$\min\left(\text\{syn count\}, 0.0918273645546373 \text\{rst count\} - 8.1\right)$0.7760811104267892$1
46$(min (- (/ rst_count 7.6) 7.7) (sqrt duration))$\min\left(\sqrt{\text\{duration\}}, 0.131578947368421 \text\{rst count\} - 7.7\right)$0.7750167479190668$1
83$(min (sqrt (max 2.0 rst_count)) (sqr -4.4))$\min\left(19.36, \sqrt{\max\left(2.0, \text\{rst count\}\right)}\right)$0.7749104967613163$2
48$(min (- (/ rst_count 9.3) (sqr -2.8)) (sqrt duration))$\min\left(\sqrt{\text\{duration\}}, 0.10752688172043 \text\{rst count\} - 7.84\right)$0.774827851961903$1
49$(min (- (/ rst_count 9.3) 7.7) syn_count)$\min\left(\text\{syn count\}, 0.10752688172043 \text\{rst count\} - 7.7\right)$0.774194717344688$1
81$(min (sqrt (max (max rst_flag_number 5.5) rst_count)) (sqr (abs -4.1)))$\min\left(16.81, \sqrt{\max\left(5.5, \text\{rst count\}, \text\{rst flag number\}\right)}\right)$0.7740861130301048$2
88$(min (sqrt rst_count) (sqr (max (neg ack_count) 4.3)))$\min\left(\sqrt{\text\{rst count\}}, \max\left(4.3, - \text\{ack count\}\right)^{2}\right)$0.7739654673902262$2
87$(min (sqrt rst_count) (sqr (max (neg (sqr -7.9)) 4.3)))$\min\left(18.49, \sqrt{\text\{rst count\}}\right)$0.7739654673902262$2
86$(min (sqrt rst_count) (sqr (max (neg (sqr (sqrt duration))) 4.3)))$\min\left(\sqrt{\text\{rst count\}}, \max\left(4.3, - \text\{duration\}\right)^{2}\right)$0.7739654673902262$2
90$(min (sqrt rst_count) (sqr -4.2))$\min\left(17.64, \sqrt{\text\{rst count\}}\right)$0.7738642269669764$2
85$(min (sqrt rst_count) (sqr (abs -4.1)))$\min\left(16.81, \sqrt{\text\{rst count\}}\right)$0.7735235098484453$2
84$(min (sqrt rst_count) (sqr (abs (neg 4.5))))$\min\left(20.25, \sqrt{\text\{rst count\}}\right)$0.7734775322363358$2
89$(min (sqrt rst_count) (sqr (sqrt (neg (abs (neg (sqr 4.0)))))))$\min\left(-16.0, \sqrt{\text\{rst count\}}\right)$0.7729499462749831$2
19$(sqrt (+ -9.4 (min (sqrt (+ -3.0 rst_count)) 9.5)))$3.06594194335118 \sqrt{0.106382978723404 \min\left(9.5, 1.73205080756888 \sqrt{0.333333333333333 \text\{rst count\} - 1}\right) - 1}$0.7722449805883256$0
18$(sqrt (+ -9.4 (min (sqrt (+ (neg 4.0) rst_count)) 9.5)))$3.06594194335118 \sqrt{0.106382978723404 \min\left(9.5, 2.0 \sqrt{0.25 \text\{rst count\} - 1}\right) - 1}$0.7722223881642722$0
75$(max (min rst_count (sqr (sqr (neg -3.5)))) variance)$\max\left(\text\{variance\}, \min\left(150.0625, \text\{rst count\}\right)\right)$0.7721417352102914$2
74$(max (min rst_count (sqr (neg (sqr (abs 3.6))))) variance)$\max\left(\text\{variance\}, \min\left(167.9616, \text\{rst count\}\right)\right)$0.772063716495237$2
76$(max (min rst_count (sqr -9.9)) (/ (abs variance) (sqr -0.9)))$\max\left(1.23456790123457 \left|{\text\{variance\}}\right|, \min\left(98.01, \text\{rst count\}\right)\right)$0.7703008046355928$2
77$(max (min rst_count (sqr -9.9)) (/ (abs variance) 1.2))$\max\left(0.833333333333333 \left|{\text\{variance\}}\right|, \min\left(98.01, \text\{rst count\}\right)\right)$0.7702979497520981$2
73$(max (min -6.7 -8.4) (/ rst_count -8.5))$\max\left(-8.4, - 0.117647058823529 \text\{rst count\}\right)$0.7673393442294876$2
78$(max (neg 9.3) (/ rst_count -7.5))$\max\left(-9.3, - 0.133333333333333 \text\{rst count\}\right)$0.7670855538111121$2
99$(sqr (abs (min rst_count (sqr -9.8))))$\left|{\min\left(96.04, \text\{rst count\}\right)}\right|^{2}$0.7656254804431021$2
103$(sqr (abs (sqrt (sqr (min rst_count (sqr 9.3))))))$\left|{\sqrt{\min\left(86.49, \text\{rst count\}\right)^{2}}}\right|^{2}$0.7654815222891471$2
55$(min (/ urg_count 4.2) (min flow_duration 4.3))$\min\left(4.3, \text\{flow duration\}, 0.238095238095238 \text\{urg count\}\right)$0.7650679285674609$1
98$(sqr (abs (min rst_count (sqr (sqr 2.8)))))$\left|{\min\left(61.4656, \text\{rst count\}\right)}\right|^{2}$0.763856635741414$2
97$(sqr (abs (min rst_count (sqr (sqr (abs (neg 2.7)))))))$\left|{\min\left(53.1441, \text\{rst count\}\right)}\right|^{2}$0.7627870747443893$2
52$(min (- urg_count (sqrt (abs (neg urg_count)))) 8.6)$\min\left(8.6, \text\{urg count\} - \sqrt{\left|{\text\{urg count\}}\right|}\right)$0.7625491223466775$1
53$(min (- urg_count 7.7) (sqrt duration))$\min\left(\sqrt{\text\{duration\}}, \text\{urg count\} - 7.7\right)$0.7619694147630559$1
38$(max (sqrt (sqrt (sqrt rst_count))) (abs llc))$\max\left(\sqrt[8]{\text\{rst count\}}, \left|{\text\{llc\}}\right|\right)$0.7610959408870301$1
39$(max (sqrt (sqrt (sqrt rst_count))) llc)$\max\left(\text\{llc\}, \sqrt[8]{\text\{rst count\}}\right)$0.7610959408870301$1
51$(min (- urg_count (sqrt (abs (neg (sqr -8.9))))) 8.6)$\min\left(8.6, \text\{urg count\} - 8.9\right)$0.7609040164147672$1
54$(min (- urg_count 8.9) 9.0)$\min\left(9.0, \text\{urg count\} - 8.9\right)$0.7609027509406502$1
50$(min (- urg_count (sqrt (abs (neg (sqr (abs -8.8)))))) 8.6)$\min\left(8.6, \text\{urg count\} - 8.8\right)$0.7609015983369773$1
91$(min urg_count (sqr (abs 4.3)))$\min\left(18.49, \text\{urg count\}\right)$0.7608582566695461$2
61$(min urg_count (sqr (abs 4.1)))$\min\left(16.81, \text\{urg count\}\right)$0.7608580359795676$1
56$(min urg_count (* 7.0 (sqrt 7.4)))$\min\left(19.0420587122296, \text\{urg count\}\right)$0.7607856002626163$1
93$(min urg_count (sqr 4.4))$\min\left(19.36, \text\{urg count\}\right)$0.7607274513297584$2
